X,Y,Site,Plot,Stake,color,full ID,UTM EASTIN,UTM NORTHI
318320.94,4880294.7,C4,2,A1,orange,C4 2 A1,318320.940000000000000,4880294.700000000200000
318313.65,4880287.85,C4,2,A2,blue,C4 2 A2,318313.650000000020000,4880287.849999999600000
318306.36,4880281.01,C4,2,A3,blue,C4 2 A3,318306.359999999990000,4880281.009999999800000
318299.06,4880274.17,C4,2,A4,orange,C4 2 A4,318299.060000000000000,4880274.169999999900000
318327.78,4880287.4,C4,2,B1,blue,C4 2 B1,318327.780000000030000,4880287.400000000400000
318320.49,4880280.55,C4,2,B2,blue,C4 2 B2,318320.489999999990000,4880280.549999999800000
318313.19,4880273.71,C4,2,B3,blue,C4 2 B3,318313.190000000000000,4880273.710000000000000
318305.9,4880266.88,C4,2,B4,blue,C4 2 B4,318305.900000000020000,4880266.879999999900000
318334.62,4880280.1,C4,2,C1,blue,C4 2 C1,318334.620000000000000,4880280.099999999600000
318327.33,4880273.26,C4,2,C2,blue,C4 2 C2,318327.330000000020000,4880273.259999999800000
318320.03,4880266.42,C4,2,C3,blue,C4 2 C3,318320.030000000030000,4880266.419999999900000
318312.74,4880259.58,C4,2,C4,blue,C4 2 C4,318312.739999999990000,4880259.580000000100000
318341.46,4880272.81,C4,2,D1,orange,C4 2 D1,318341.460000000020000,4880272.809999999600000
318334.17,4880265.96,C4,2,D2,blue,C4 2 D2,318334.169999999980000,4880265.960000000000000
318326.87,4880259.12,C4,2,D3,blue,C4 2 D3,318326.870000000000000,4880259.120000000100000
318319.57,4880252.28,C4,2,D4,orange,C4 2 D4,318319.570000000010000,4880252.280000000300000
318355.59,4880272.35,C4,2,E,pink,C4 2 E,318355.590000000030000,4880272.349999999600000
318321.4,4880308.83,C4,2,N,pink,C4 2 N,318321.400000000020000,4880308.830000000100000
318319.11,4880238.15,C4,2,S,pink,C4 2 S,318319.109999999990000,4880238.150000000400000
318284.92,4880274.63,C4,2,W,pink,C4 2 W,318284.919999999980000,4880274.629999999900000
318399.68,4880295.78,C4,3,A1,orange,C4 3 A1,318399.679999999990000,4880295.780000000300000
318392.39,4880288.94,C4,3,A2,blue,C4 3 A2,318392.390000000010000,4880288.940000000400000
318385.1,4880282.1,C4,3,A3,blue,C4 3 A3,318385.099999999980000,4880282.099999999600000
318377.8,4880275.26,C4,3,A4,orange,C4 3 A4,318377.799999999990000,4880275.259999999800000
318406.52,4880288.49,C4,3,B1,blue,C4 3 B1,318406.520000000020000,4880288.490000000200000
318399.23,4880281.64,C4,3,B2,blue,C4 3 B2,318399.229999999980000,4880281.639999999700000
318391.94,4880274.8,C4,3,B3,blue,C4 3 B3,318391.940000000000000,4880274.799999999800000
318384.64,4880267.96,C4,3,B4,blue,C4 3 B4,318384.640000000010000,4880267.960000000000000
318413.36,4880281.19,C4,3,C1,blue,C4 3 C1,318413.359999999990000,4880281.190000000400000
318406.07,4880274.34,C4,3,C2,blue,C4 3 C2,318406.070000000010000,4880274.339999999900000
318398.77,4880267.51,C4,3,C3,blue,C4 3 C3,318398.770000000020000,4880267.509999999800000
318391.48,4880260.67,C4,3,C4,blue,C4 3 C4,318391.479999999980000,4880260.669999999900000
318420.2,4880273.9,C4,3,D1,orange,C4 3 D1,318420.200000000010000,4880273.900000000400000
318412.91,4880267.05,C4,3,D2,blue,C4 3 D2,318412.909999999970000,4880267.049999999800000
318405.61,4880260.21,C4,3,D3,blue,C4 3 D3,318405.609999999990000,4880260.210000000000000
318398.32,4880253.37,C4,3,D4,orange,C4 3 D4,318398.320000000010000,4880253.370000000100000
318434.34,4880273.43,C4,3,E,pink,C4 3 E,318434.340000000030000,4880273.429999999700000
318400.14,4880309.92,C4,3,N,pink,C4 3 N,318400.140000000010000,4880309.919999999900000
318397.85,4880239.24,C4,3,S,pink,C4 3 S,318397.849999999980000,4880239.240000000200000
318363.66,4880275.72,C4,3,W,pink,C4 3 W,318363.659999999970000,4880275.719999999700000
318453.98,4880258.35,C4,4,A1,orange,C4 4 A1,318453.979999999980000,4880258.349999999600000
318445.61,4880252.88,C4,4,A2,blue,C4 4 A2,318445.609999999990000,4880252.879999999900000
318437.23,4880247.41,C4,4,A3,blue,C4 4 A3,318437.229999999980000,4880247.410000000100000
318428.86,4880241.95,C4,4,A4,orange,C4 4 A4,318428.859999999990000,4880241.950000000200000
318459.45,4880249.98,C4,4,B1,blue,C4 4 B1,318459.450000000010000,4880249.980000000400000
318451.07,4880244.51,C4,4,B2,blue,C4 4 B2,318451.070000000010000,4880244.509999999800000
318442.7,4880239.04,C4,4,B3,blue,C4 4 B3,318442.700000000010000,4880239.040000000000000
318434.33,4880233.57,C4,4,B4,blue,C4 4 B4,318434.330000000020000,4880233.570000000300000
318464.92,4880241.6,C4,4,C1,blue,C4 4 C1,318464.919999999980000,4880241.599999999600000
318456.54,4880236.14,C4,4,C2,blue,C4 4 C2,318456.539999999980000,4880236.139999999700000
318448.17,4880230.67,C4,4,C3,blue,C4 4 C3,318448.169999999980000,4880230.669999999900000
318439.8,4880225.2,C4,4,C4,blue,C4 4 C4,318439.799999999990000,4880225.200000000200000
318470.38,4880233.23,C4,4,D1,orange,C4 4 D1,318470.380000000000000,4880233.230000000400000
318462.01,4880227.76,C4,4,D2,blue,C4 4 D2,318462.010000000010000,4880227.759999999800000
318453.64,4880222.29,C4,4,D3,blue,C4 4 D3,318453.640000000010000,4880222.290000000000000
318445.26,4880216.83,C4,4,D4,orange,C4 4 D4,318445.260000000010000,4880216.830000000100000
318484.22,4880230.32,C4,4,E,pink,C4 4 E,318484.219999999970000,4880230.320000000300000
318456.89,4880272.19,C4,4,N,pink,C4 4 N,318456.890000000010000,4880272.190000000400000
318442.36,4880202.99,C4,4,S,pink,C4 4 S,318442.359999999990000,4880202.990000000200000
318415.02,4880244.85,C4,4,W,pink,C4 4 W,318415.020000000020000,4880244.849999999600000
314389.35,4878863.34,C5,1,A1,orange,C5 1 A1,314389.349999999980000,4878863.339999999900000
314382.67,4878855.89,C5,1,A2,blue,C5 1 A2,314382.669999999980000,4878855.889999999700000
314376.0,4878848.44,C5,1,A3,blue,C5 1 A3,314376.000000000000000,4878848.440000000400000
314369.33,4878840.99,C5,1,A4,orange,C5 1 A4,314369.330000000020000,4878840.990000000200000
314396.79,4878856.66,C5,1,B1,blue,C5 1 B1,314396.789999999980000,4878856.660000000100000
314390.12,4878849.21,C5,1,B2,blue,C5 1 B2,314390.120000000000000,4878849.210000000000000
314383.45,4878841.77,C5,1,B3,blue,C5 1 B3,314383.450000000010000,4878841.769999999600000
314376.78,4878834.32,C5,1,B4,blue,C5 1 B4,314376.780000000030000,4878834.320000000300000
314404.24,4878849.99,C5,1,C1,blue,C5 1 C1,314404.239999999990000,4878849.990000000200000
314397.57,4878842.54,C5,1,C2,blue,C5 1 C2,314397.570000000010000,4878842.540000000000000
314390.9,4878835.09,C5,1,C3,blue,C5 1 C3,314390.900000000020000,4878835.089999999900000
314384.23,4878827.64,C5,1,C4,blue,C5 1 C4,314384.229999999980000,4878827.639999999700000
314411.69,4878843.32,C5,1,D1,orange,C5 1 D1,314411.690000000000000,4878843.320000000300000
314405.02,4878835.87,C5,1,D2,blue,C5 1 D2,314405.020000000020000,4878835.870000000100000
314398.35,4878828.42,C5,1,D3,blue,C5 1 D3,314398.349999999980000,4878828.419999999900000
314391.67,4878820.97,C5,1,D4,orange,C5 1 D4,314391.669999999980000,4878820.969999999700000
314388.57,4878877.46,C5,1,NE,pink,C5 1 NE,314388.570000000010000,4878877.460000000000000
314355.21,4878840.21,C5,1,NW,pink,C5 1 NW,314355.210000000020000,4878840.210000000000000
314425.81,4878844.09,C5,1,SE,pink,C5 1 SE,314425.810000000000000,4878844.089999999900000
314392.45,4878806.85,C5,1,SE,pink,C5 1 SE,314392.450000000010000,4878806.849999999600000
314451.0,4878925.95,C5,2,A1,orange,C5 2 A1,314451.000000000000000,4878925.950000000200000
314491.82,4878956.52,C5,3,A1,orange,C5 2 A1,314491.820000000010000,4878956.519999999600000
314505.88,4878970.63,C5,4,A1,orange,C5 2 A1,314505.880000000000000,4878970.629999999900000
314444.33,4878918.5,C5,2,A2,blue,C5 2 A2,314444.330000000020000,4878918.500000000000000
314485.14,4878949.07,C5,3,A2,blue,C5 2 A2,314485.140000000010000,4878949.070000000300000
314513.33,4878963.96,C5,4,A2,blue,C5 2 A2,314513.330000000020000,4878963.960000000000000
314437.66,4878911.05,C5,2,A3,blue,C5 2 A3,314437.659999999970000,4878911.049999999800000
314478.47,4878941.62,C5,3,A3,blue,C5 2 A3,314478.469999999970000,4878941.620000000100000
314520.78,4878957.28,C5,4,A3,blue,C5 2 A3,314520.780000000030000,4878957.280000000300000
314430.99,4878903.6,C5,2,A4,orange,C5 2 A4,314430.989999999990000,4878903.599999999600000
314471.8,4878934.18,C5,3,A4,orange,C5 2 A4,314471.799999999990000,4878934.179999999700000
314528.22,4878950.61,C5,4,A4,orange,C5 2 A4,314528.219999999970000,4878950.610000000300000
314458.45,4878919.28,C5,2,B1,blue,C5 2 B1,314458.450000000010000,4878919.280000000300000
314499.27,4878949.85,C5,3,B1,blue,C5 2 B1,314499.270000000020000,4878949.849999999600000
314512.55,4878978.08,C5,4,B1,blue,C5 2 B1,314512.549999999990000,4878978.080000000100000
314451.78,4878911.83,C5,2,B2,blue,C5 2 B2,314451.780000000030000,4878911.830000000100000
314492.59,4878942.4,C5,3,B2,blue,C5 2 B2,314492.590000000030000,4878942.400000000400000
314520.0,4878971.4,C5,4,B2,blue,C5 2 B2,314520.000000000000000,4878971.400000000400000
314445.11,4878904.38,C5,2,B3,blue,C5 2 B3,314445.109999999990000,4878904.379999999900000
314485.92,4878934.95,C5,3,B3,blue,C5 2 B3,314485.919999999980000,4878934.950000000200000
314527.45,4878964.73,C5,4,B3,blue,C5 2 B3,314527.450000000010000,4878964.730000000400000
314438.44,4878896.93,C5,2,B4,blue,C5 2 B4,314438.440000000000000,4878896.929999999700000
314479.25,4878927.5,C5,3,B4,blue,C5 2 B4,314479.250000000000000,4878927.500000000000000
314534.9,4878958.06,C5,4,B4,blue,C5 2 B4,314534.900000000020000,4878958.059999999600000
314465.9,4878912.6,C5,2,C1,blue,C5 2 C1,314465.900000000020000,4878912.599999999600000
314506.71,4878943.18,C5,3,C1,blue,C5 2 C1,314506.710000000020000,4878943.179999999700000
314519.22,4878985.53,C5,4,C1,blue,C5 2 C1,314519.219999999970000,4878985.530000000300000
314459.23,4878905.16,C5,2,C2,blue,C5 2 C2,314459.229999999980000,4878905.160000000100000
314493.37,4878928.28,C5,3,C2,blue,C5 2 C2,314493.370000000000000,4878928.280000000300000
314500.04,4878935.73,C5,3,C2,blue,C5 2 C2,314500.039999999980000,4878935.730000000400000
314526.67,4878978.85,C5,4,C2,blue,C5 2 C2,314526.669999999980000,4878978.849999999600000
314452.56,4878897.71,C5,2,C3,blue,C5 2 C3,314452.560000000000000,4878897.710000000000000
314534.12,4878972.18,C5,4,C3,blue,C5 2 C3,314534.120000000000000,4878972.179999999700000
314445.88,4878890.26,C5,2,C4,blue,C5 2 C4,314445.880000000000000,4878890.259999999800000
314486.7,4878920.83,C5,3,C4,blue,C5 2 C4,314486.700000000010000,4878920.830000000100000
314541.57,4878965.51,C5,4,C4,blue,C5 2 C4,314541.570000000010000,4878965.509999999800000
314473.35,4878905.93,C5,2,D1,orange,C5 2 D1,314473.349999999980000,4878905.929999999700000
314514.16,4878936.5,C5,3,D1,orange,C5 2 D1,314514.159999999970000,4878936.500000000000000
314525.9,4878992.97,C5,4,D1,orange,C5 2 D1,314525.900000000020000,4878992.969999999700000
314466.68,4878898.48,C5,2,D2,blue,C5 2 D2,314466.679999999990000,4878898.480000000400000
314507.49,4878929.05,C5,3,D2,blue,C5 2 D2,314507.489999999990000,4878929.049999999800000
314533.34,4878986.3,C5,4,D2,blue,C5 2 D2,314533.340000000030000,4878986.299999999800000
314460.01,4878891.03,C5,2,D3,blue,C5 2 D3,314460.010000000010000,4878891.030000000300000
314500.82,4878921.61,C5,3,D3,blue,C5 2 D3,314500.820000000010000,4878921.610000000300000
314540.79,4878979.63,C5,4,D3,blue,C5 2 D3,314540.789999999980000,4878979.629999999900000
314453.33,4878883.59,C5,2,D4,orange,C5 2 D4,314453.330000000020000,4878883.589999999900000
314494.14,4878914.16,C5,3,D4,orange,C5 2 D4,314494.140000000010000,4878914.160000000100000
314548.24,4878972.96,C5,4,D4,orange,C5 2 D4,314548.239999999990000,4878972.960000000000000
314450.23,4878940.07,C5,2,NE,pink,C5 2 NE,314450.229999999980000,4878940.070000000300000
314525.12,4879007.1,C5,2,NE,pink,C5 2 NE,314525.120000000000000,4879007.099999999600000
314416.87,4878902.83,C5,2,NW,pink,C5 2 NW,314416.870000000000000,4878902.830000000100000
314454.11,4878869.46,C5,2,SE,pink,C5 2 SE,314454.109999999990000,4878869.460000000000000
314487.47,4878906.71,C5,2,SE,pink,C5 2 SE,314487.469999999970000,4878906.710000000000000
314562.36,4878973.73,C5,2,SE,pink,C5 2 SE,314562.359999999990000,4878973.730000000400000
314457.68,4878933.4,C5,3,NW,pink,C5 3 NW,314457.679999999990000,4878933.400000000400000
314494.92,4878900.04,C5,3,SW,pink,C5 3 SW,314494.919999999980000,4878900.040000000000000
314528.28,4878937.28,C5,"3,4",,pink,"C5 3,4",314528.280000000030000,4878937.280000000300000
314491.04,4878970.64,C5,"3,4",,pink,"C5 3,4",314491.039999999980000,4878970.639999999700000
317695.39,4878886.86,C6,1,A1,orange,C6 1 A1,317695.390000000010000,4878886.860000000300000
317705.38,4878886.54,C6,1,A2,blue,C6 1 A2,317705.380000000000000,4878886.540000000000000
317715.38,4878886.21,C6,1,A3,blue,C6 1 A3,317715.380000000000000,4878886.210000000000000
317725.37,4878885.89,C6,1,A4,orange,C6 1 A4,317725.370000000000000,4878885.889999999700000
317695.07,4878876.86,C6,1,B1,blue,C6 1 B1,317695.070000000010000,4878876.860000000300000
317705.06,4878876.54,C6,1,B2,blue,C6 1 B2,317705.060000000000000,4878876.540000000000000
317715.06,4878876.22,C6,1,B3,blue,C6 1 B3,317715.060000000000000,4878876.219999999700000
317725.05,4878875.89,C6,1,B4,blue,C6 1 B4,317725.049999999990000,4878875.889999999700000
317694.74,4878866.87,C6,1,C1,blue,C6 1 C1,317694.739999999990000,4878866.870000000100000
317704.74,4878866.55,C6,1,C2,blue,C6 1 C2,317704.739999999990000,4878866.549999999800000
317714.73,4878866.22,C6,1,C3,blue,C6 1 C3,317714.729999999980000,4878866.219999999700000
317724.73,4878865.9,C6,1,C4,blue,C6 1 C4,317724.729999999980000,4878865.900000000400000
317694.42,4878856.87,C6,1,D1,orange,C6 1 D1,317694.419999999980000,4878856.870000000100000
317704.41,4878856.55,C6,1,D2,blue,C6 1 D2,317704.409999999970000,4878856.549999999800000
317714.41,4878856.23,C6,1,D3,blue,C6 1 D3,317714.409999999970000,4878856.230000000400000
317724.4,4878855.9,C6,1,D4,orange,C6 1 D4,317724.400000000020000,4878855.900000000400000
317685.72,4878897.18,C6,1,NW,pink,C6 1  NW,317685.719999999970000,4878897.179999999700000
317693.77,4878836.89,C6,2,A1,orange,C6 2 A1,317693.770000000020000,4878836.889999999700000
317703.77,4878836.56,C6,2,A2,blue,C6 2 A2,317703.770000000020000,4878836.559999999600000
317713.76,4878836.24,C6,2,A3,blue,C6 2 A3,317713.760000000010000,4878836.240000000200000
317723.76,4878835.91,C6,2,A4,orange,C6 2 A4,317723.760000000010000,4878835.910000000100000
317693.45,4878826.89,C6,2,B1,blue,C6 2 B1,317693.450000000010000,4878826.889999999700000
317703.44,4878826.57,C6,2,B2,blue,C6 2 B2,317703.440000000000000,4878826.570000000300000
317713.44,4878826.24,C6,2,B3,blue,C6 2 B3,317713.440000000000000,4878826.240000000200000
317723.43,4878825.92,C6,2,B4,blue,C6 2 B4,317723.429999999990000,4878825.919999999900000
317693.12,4878816.9,C6,2,C1,blue,C6 2 C1,317693.120000000000000,4878816.900000000400000
317703.12,4878816.57,C6,2,C2,blue,C6 2 C2,317703.120000000000000,4878816.570000000300000
317713.11,4878816.25,C6,2,C3,blue,C6 2 C3,317713.109999999990000,4878816.250000000000000
317723.11,4878815.92,C6,2,C4,blue,C6 2 C4,317723.109999999990000,4878815.919999999900000
317692.8,4878806.9,C6,2,D1,orange,C6 2 D1,317692.799999999990000,4878806.900000000400000
317702.8,4878806.58,C6,2,D2,blue,C6 2 D2,317702.799999999990000,4878806.580000000100000
317712.79,4878806.25,C6,2,D3,blue,C6 2 D3,317712.789999999980000,4878806.250000000000000
317722.79,4878805.93,C6,2,D4,orange,C6 2 D4,317722.789999999980000,4878805.929999999700000
317745.36,4878885.24,C6,3,A1,orange,C6 3 A1,317745.359999999990000,4878885.240000000200000
317755.36,4878884.92,C6,3,A2,blue,C6 3 A2,317755.359999999990000,4878884.919999999900000
317765.35,4878884.59,C6,3,A3,blue,C6 3 A3,317765.349999999980000,4878884.589999999900000
317775.35,4878884.27,C6,3,A4,orange,C6 3 A4,317775.349999999980000,4878884.269999999600000
317745.04,4878875.25,C6,3,B1,blue,C6 3 B1,317745.039999999980000,4878875.250000000000000
317755.04,4878874.92,C6,3,B2,blue,C6 3 B2,317755.039999999980000,4878874.919999999900000
317765.03,4878874.6,C6,3,B3,blue,C6 3 B3,317765.030000000030000,4878874.599999999600000
317775.03,4878874.28,C6,3,B4,blue,C6 3 B4,317775.030000000030000,4878874.280000000300000
317744.72,4878865.25,C6,3,C1,blue,C6 3 C1,317744.719999999970000,4878865.250000000000000
317754.71,4878864.93,C6,3,C2,blue,C6 3 C2,317754.710000000020000,4878864.929999999700000
317764.71,4878864.6,C6,3,C3,blue,C6 3 C3,317764.710000000020000,4878864.599999999600000
317774.7,4878864.28,C6,3,C4,blue,C6 3 C4,317774.700000000010000,4878864.280000000300000
317744.39,4878855.26,C6,3,D1,orange,C6 3 D1,317744.390000000010000,4878855.259999999800000
317754.39,4878854.93,C6,3,D2,blue,C6 3 D2,317754.390000000010000,4878854.929999999700000
317764.38,4878854.61,C6,3,D3,blue,C6 3 D3,317764.380000000000000,4878854.610000000300000
317774.38,4878854.29,C6,3,D4,orange,C6 3 D4,317774.380000000000000,4878854.290000000000000
317785.67,4878893.94,C6,3,NE,pink,C6 3 NE,317785.669999999980000,4878893.940000000400000
317682.48,4878797.23,C6,3,SW,pink,C6 3 SW,317682.479999999980000,4878797.230000000400000
317743.75,4878835.27,C6,4,A1,orange,C6 4 A1,317743.750000000000000,4878835.269999999600000
317743.42,4878825.27,C6,4,A2,blue,C6 4 A2,317743.419999999980000,4878825.269999999600000
317743.1,4878815.28,C6,4,A3,blue,C6 4 A3,317743.099999999980000,4878815.280000000300000
317742.78,4878805.28,C6,4,A4,orange,C6 4 A4,317742.780000000030000,4878805.280000000300000
317753.74,4878834.94,C6,4,B1,blue,C6 4 B1,317753.739999999990000,4878834.940000000400000
317753.42,4878824.95,C6,4,B2,blue,C6 4 B2,317753.419999999980000,4878824.950000000200000
317753.09,4878814.95,C6,4,B3,blue,C6 4 B3,317753.090000000030000,4878814.950000000200000
317752.77,4878804.96,C6,4,B4,blue,C6 4 B4,317752.770000000020000,4878804.960000000000000
317763.74,4878834.62,C6,4,C1,blue,C6 4 C1,317763.739999999990000,4878834.620000000100000
317763.41,4878824.63,C6,4,C2,blue,C6 4 C2,317763.409999999970000,4878824.629999999900000
317763.09,4878814.63,C6,4,C3,blue,C6 4 C3,317763.090000000030000,4878814.629999999900000
317762.77,4878804.64,C6,4,C4,blue,C6 4 C4,317762.770000000020000,4878804.639999999700000
317773.73,4878834.3,C6,4,D1,orange,C6 4 D1,317773.729999999980000,4878834.299999999800000
317773.41,4878824.3,C6,4,D2,blue,C6 4 D2,317773.409999999970000,4878824.299999999800000
317773.08,4878814.31,C6,4,D3,blue,C6 4 D3,317773.080000000020000,4878814.309999999600000
317772.76,4878804.31,C6,4,D4,orange,C6 4 D4,317772.760000000010000,4878804.309999999600000
317782.43,4878793.99,C6,4,SE,pink,C6 4 SE,317782.429999999990000,4878793.990000000200000
317820.78,4878866.48,C6,5,A1,orange,C6 5 A1,317820.780000000030000,4878866.480000000400000
317830.77,4878866.15,C6,5,A2,blue,,317830.770000000020000,4878866.150000000400000
317840.77,4878865.83,C6,5,A3,blue,,317840.770000000020000,4878865.830000000100000
317850.76,4878865.51,C6,5,A4,orange,C6 5 A4,317850.760000000010000,4878865.509999999800000
317820.45,4878856.48,C6,5,B1,blue,,317820.450000000010000,4878856.480000000400000
317830.45,4878856.16,C6,5,B2,blue,,317830.450000000010000,4878856.160000000100000
317840.44,4878855.84,C6,5,B3,blue,,317840.440000000000000,4878855.839999999900000
317850.44,4878855.51,C6,5,B4,blue,,317850.440000000000000,4878855.509999999800000
317820.13,4878846.49,C6,5,C1,blue,,317820.130000000000000,4878846.490000000200000
317830.12,4878846.16,C6,5,C2,blue,,317830.120000000000000,4878846.160000000100000
317840.12,4878845.84,C6,5,C3,blue,,317840.120000000000000,4878845.839999999900000
317850.11,4878845.52,C6,5,C4,blue,,317850.109999999990000,4878845.519999999600000
317819.81,4878836.49,C6,5,D1,orange,C6 5 D1,317819.810000000000000,4878836.490000000200000
317829.8,4878836.17,C6,5,D2,blue,,317829.799999999990000,4878836.169999999900000
317839.8,4878835.85,C6,5,D3,blue,,317839.799999999990000,4878835.849999999600000
317849.79,4878835.52,C6,5,D4,orange,C6 5 D4,317849.789999999980000,4878835.519999999600000
317861.08,4878875.18,C6,5,NE,pink,C6 5 NE,317861.080000000020000,4878875.179999999700000
317811.11,4878876.8,C6,5,NW,pink,C6 5 NW,317811.109999999990000,4878876.799999999800000
317859.46,4878825.2,C6,5,SE,pink,C6 5 SE,317859.460000000020000,4878825.200000000200000
317809.49,4878826.82,C6,5,SW,pink,C6 5 SW,317809.489999999990000,4878826.820000000300000
317684.1,4878847.2,C6,"1,2",,pink,"C6 1,2",317684.099999999980000,4878847.200000000200000
317735.69,4878895.56,C6,"1,3",,pink,"C6 1,3",317735.690000000000000,4878895.559999999600000
317732.46,4878795.61,C6,"2,4",,pink,"C6 2,4",317732.460000000020000,4878795.610000000300000
317784.05,4878843.97,C6,"3,4",,pink,"C6 3,4",317784.049999999990000,4878843.969999999700000
317734.08,4878845.59,C6,all,CTR,pink,C6 all CTR,317734.080000000020000,4878845.589999999900000
315538.92,4880272.5,C7,1,A1,orange,C7 1 A1,315538.919999999980000,4880272.500000000000000
315538.6,4880262.51,C7,1,A2,blue,C7 1 B1,315538.599999999980000,4880262.509999999800000
315538.27,4880252.51,C7,1,A3,blue,C7 1 C1,315538.270000000020000,4880252.509999999800000
315537.95,4880242.52,C7,1,A4,orange,C7 1 A4,315537.950000000010000,4880242.519999999600000
315548.92,4880272.18,C7,1,B1,blue,C7 1 A2,315548.919999999980000,4880272.179999999700000
315548.59,4880262.18,C7,1,B2,blue,C7 1 B2,315548.590000000030000,4880262.179999999700000
315548.27,4880252.19,C7,1,B3,blue,C7 1 C2,315548.270000000020000,4880252.190000000400000
315547.95,4880242.19,C7,1,B4,blue,C7 1 D2,315547.950000000010000,4880242.190000000400000
315558.91,4880271.86,C7,1,C1,blue,C7 1 C1,315558.909999999970000,4880271.860000000300000
315558.59,4880261.86,C7,1,C2,blue,C7 1 B3,315558.590000000030000,4880261.860000000300000
315558.26,4880251.87,C7,1,C3,blue,C7 1 C3,315558.260000000010000,4880251.870000000100000
315557.94,4880241.87,C7,1,C4,blue,C7 1 D3,315557.940000000000000,4880241.870000000100000
315568.91,4880271.53,C7,1,D1,orange,C7 1 D1,315568.909999999970000,4880271.530000000300000
315568.58,4880261.54,C7,1,D2,blue,C7 1 B4,315568.580000000020000,4880261.540000000000000
315568.26,4880251.54,C7,1,D3,blue,C7 1 C4,315568.260000000010000,4880251.540000000000000
315567.94,4880241.55,C7,1,D4,orange,C7 1 D4,315567.940000000000000,4880241.549999999800000
315579.22,4880281.2,C7,1,NE,pink,C7 1 NE,315579.219999999970000,4880281.200000000200000
315577.61,4880231.23,C7,1,SE,pink,C7 1 SE,315577.609999999990000,4880231.230000000400000
315527.63,4880232.85,C7,1,SW,pink,C7 1 SW,315527.630000000000000,4880232.849999999600000
315490.56,4880324.1,C7,2,A1,orange,C7 2 A1,315490.560000000000000,4880324.099999999600000
315490.24,4880314.1,C7,2,A2,blue,C7 2 A2,315490.239999999990000,4880314.099999999600000
315489.92,4880304.11,C7,2,A3,blue,C7 2 A3,315489.919999999980000,4880304.110000000300000
315489.59,4880294.11,C7,2,A4,orange,C7 2 A4,315489.590000000030000,4880294.110000000300000
315500.56,4880323.77,C7,2,B1,blue,C7 2 B1,315500.560000000000000,4880323.769999999600000
315500.24,4880313.78,C7,2,B2,blue,C7 2 B2,315500.239999999990000,4880313.780000000300000
315499.91,4880303.78,C7,2,B3,blue,C7 2 B3,315499.909999999970000,4880303.780000000300000
315499.59,4880293.79,C7,2,B4,blue,C7 2 B4,315499.590000000030000,4880293.790000000000000
315510.55,4880323.45,C7,2,C1,blue,C7 2 C1,315510.549999999990000,4880323.450000000200000
315510.23,4880313.45,C7,2,C2,blue,C7 2 C2,315510.229999999980000,4880313.450000000200000
315509.91,4880303.46,C7,2,C3,blue,C7 2 C3,315509.909999999970000,4880303.460000000000000
315509.58,4880293.46,C7,2,C4,blue,C7 2 C4,315509.580000000020000,4880293.460000000000000
315520.55,4880323.13,C7,2,D1,orange,C7 2 D1,315520.549999999990000,4880323.129999999900000
315520.23,4880313.13,C7,2,D2,blue,C7 2 D2,315520.229999999980000,4880313.129999999900000
315519.9,4880303.14,C7,2,D3,blue,C7 2 D3,315519.900000000020000,4880303.139999999700000
315519.58,4880293.14,C7,2,D4,orange,C7 2 D4,315519.580000000020000,4880293.139999999700000
315479.27,4880284.44,C7,2,SW,pink,C7 2 SW,315479.270000000020000,4880284.440000000400000
315492.18,4880374.07,C7,3,A1,orange,C7 3 A1,315492.179999999990000,4880374.070000000300000
315491.86,4880364.08,C7,3,A2,blue,C7 3 A2,315491.859999999990000,4880364.080000000100000
315491.53,4880354.08,C7,3,A3,blue,C7 3 A3,315491.530000000030000,4880354.080000000100000
315491.21,4880344.09,C7,3,A4,orange,C7 3 A4,315491.210000000020000,4880344.089999999900000
315502.18,4880373.75,C7,3,B1,blue,C7 3 B1,315502.179999999990000,4880373.750000000000000
