X,Y,Site,Plot,Stake,color,full ID,UTM EASTIN,UTM NORTHI
315501.85,4880363.75,C7,3,B2,blue,C7 3 B2,315501.849999999980000,4880363.750000000000000
315501.53,4880353.76,C7,3,B3,blue,C7 3 B3,315501.530000000030000,4880353.759999999800000
315501.21,4880343.76,C7,3,B4,blue,C7 3 B4,315501.210000000020000,4880343.759999999800000
315512.17,4880373.43,C7,3,C1,blue,C7 3 C1,315512.169999999980000,4880373.429999999700000
315511.85,4880363.43,C7,3,C2,blue,C7 3 C2,315511.849999999980000,4880363.429999999700000
315511.53,4880353.44,C7,3,C3,blue,C7 3 C3,315511.530000000030000,4880353.440000000400000
315511.2,4880343.44,C7,3,C4,blue,C7 3 C4,315511.200000000010000,4880343.440000000400000
315522.17,4880373.1,C7,3,D1,orange,C7 3 D1,315522.169999999980000,4880373.099999999600000
315521.84,4880363.11,C7,3,D2,blue,C7 3 D2,315521.840000000030000,4880363.110000000300000
315521.52,4880353.11,C7,3,D3,blue,C7 3 D3,315521.520000000020000,4880353.110000000300000
315521.2,4880343.12,C7,3,D4,orange,C7 3 D4,315521.200000000010000,4880343.120000000100000
315532.49,4880382.77,C7,3,NE,pink,C7 3 NE,315532.489999999990000,4880382.769999999600000
315482.51,4880384.39,C7,3,NW,pink,C7 3 NW,315482.510000000010000,4880384.389999999700000
315500.3,4880454.75,C7,4,A1,orange,C7 4 A1,315500.299999999990000,4880454.750000000000000
315499.97,4880444.76,C7,4,A2,blue,C7 4 B1,315499.969999999970000,4880444.759999999800000
315499.65,4880434.76,C7,4,A3,blue,C7 4 C1,315499.650000000020000,4880434.759999999800000
315499.33,4880424.77,C7,4,A4,orange,C7 4 A4,315499.330000000020000,4880424.769999999600000
315510.29,4880454.43,C7,4,B1,blue,C7 4 A2,315510.289999999980000,4880454.429999999700000
315509.97,4880444.43,C7,4,B2,blue,C7 4 B2,315509.969999999970000,4880444.429999999700000
315509.65,4880434.44,C7,4,B3,blue,C7 4 C2,315509.650000000020000,4880434.440000000400000
315509.32,4880424.44,C7,4,B4,blue,C7 4 D2,315509.320000000010000,4880424.440000000400000
315520.29,4880454.1,C7,4,C1,blue,C7 4 A3,315520.289999999980000,4880454.099999999600000
315519.96,4880444.11,C7,4,C2,blue,C7 4 B3,315519.960000000020000,4880444.110000000300000
315519.64,4880434.11,C7,4,C3,blue,C7 4 C3,315519.640000000010000,4880434.110000000300000
315519.32,4880424.12,C7,4,C4,blue,C7 4 D3,315519.320000000010000,4880424.120000000100000
315530.28,4880453.78,C7,4,D1,orange,C7 4 D1,315530.280000000030000,4880453.780000000300000
315529.96,4880443.79,C7,4,D2,blue,C7 4 B4,315529.960000000020000,4880443.790000000000000
315529.64,4880433.79,C7,4,D3,blue,C7 4 C4,315529.640000000010000,4880433.790000000000000
315529.31,4880423.8,C7,4,D4,orange,C7 4 D4,315529.310000000000000,4880423.799999999800000
315540.6,4880463.45,C7,4,NE,pink,C7 4 NE,315540.599999999980000,4880463.450000000200000
315490.63,4880465.07,C7,4,NW,pink,C7 4  NW,315490.630000000000000,4880465.070000000300000
315538.98,4880413.48,C7,4,SE,pink,C7 4 SE,315538.979999999980000,4880413.480000000400000
315489.01,4880415.1,C7,4,SW,pink,C7 4 SW,315489.010000000010000,4880415.099999999600000
315529.25,4880282.82,C7,"1,2",,pink,"C7 1,2",315529.250000000000000,4880282.820000000300000
315480.89,4880334.42,C7,"2,3",,pink,"C7 2,3",315480.890000000010000,4880334.419999999900000
315530.87,4880332.8,C7,"2,3",,pink,"C7 2,3",315530.870000000000000,4880332.799999999800000
315969.76,4880447.65,C8,1,A1,orange,C8 1 A1,315969.760000000010000,4880447.650000000400000
315977.63,4880453.83,C8,1,A2,blue,C8 1 A2,315977.630000000000000,4880453.830000000100000
315985.49,4880460.0,C8,1,A3,blue,C8 1 A3,315985.489999999990000,4880460.000000000000000
315993.36,4880466.18,C8,1,A4,orange,C8 1 A4,315993.359999999990000,4880466.179999999700000
315975.94,4880439.79,C8,1,B1,blue,C8 1 B1,315975.940000000000000,4880439.790000000000000
315983.8,4880445.96,C8,1,B2,blue,C8 1 B2,315983.799999999990000,4880445.960000000000000
315991.67,4880452.14,C8,1,B3,blue,C8 1 B3,315991.669999999980000,4880452.139999999700000
315999.53,4880458.32,C8,1,B4,blue,C8 1 B4,315999.530000000030000,4880458.320000000300000
315982.12,4880431.92,C8,1,C1,blue,C8 1 C1,315982.120000000000000,4880431.919999999900000
315989.98,4880438.1,C8,1,C2,blue,C8 1 C2,315989.979999999980000,4880438.099999999600000
315997.85,4880444.27,C8,1,C3,blue,C8 1 C3,315997.849999999980000,4880444.269999999600000
316005.71,4880450.45,C8,1,C4,blue,C8 1 C4,316005.710000000020000,4880450.450000000200000
315988.29,4880424.06,C8,1,D1,orange,C8 1 D1,315988.289999999980000,4880424.059999999600000
315996.16,4880430.23,C8,1,D2,blue,C8 1 D2,315996.159999999970000,4880430.230000000400000
316004.02,4880436.41,C8,1,D3,blue,C8 1 D3,316004.020000000020000,4880436.410000000100000
316011.89,4880442.59,C8,1,D4,orange,C8 1 D4,316011.890000000010000,4880442.589999999900000
315995.04,4880480.22,C8,1,NE,pink,C8 1 NE,315995.039999999980000,4880480.219999999700000
316025.93,4880440.9,C8,1,SE,pink,C8 1 SE,316025.929999999990000,4880440.900000000400000
315930.44,4880416.77,C8,2,A1,orange,C8 2 A1,315930.440000000000000,4880416.769999999600000
315938.3,4880422.94,C8,2,A2,blue,C8 2 A2,315938.299999999990000,4880422.940000000400000
315946.17,4880429.12,C8,2,A3,blue,C8 2 A3,315946.169999999980000,4880429.120000000100000
315954.03,4880435.3,C8,2,A4,orange,C8 2 A4,315954.030000000030000,4880435.299999999800000
315936.62,4880408.9,C8,2,B1,blue,C8 2 B1,315936.620000000000000,4880408.900000000400000
315944.48,4880415.08,C8,2,B2,blue,C8 2 B2,315944.479999999980000,4880415.080000000100000
315952.34,4880421.26,C8,2,B3,blue,C8 2 B3,315952.340000000030000,4880421.259999999800000
315960.21,4880427.43,C8,2,B4,blue,C8 2 B4,315960.210000000020000,4880427.429999999700000
315942.79,4880401.04,C8,2,C1,blue,C8 2 C1,315942.789999999980000,4880401.040000000000000
315950.66,4880407.21,C8,2,C2,blue,C8 2 C2,315950.659999999970000,4880407.210000000000000
315958.52,4880413.39,C8,2,C3,blue,C8 2 C3,315958.520000000020000,4880413.389999999700000
315966.39,4880419.57,C8,2,C4,blue,C8 2 C4,315966.390000000010000,4880419.570000000300000
315948.97,4880393.17,C8,2,D1,orange,C8 2 D1,315948.969999999970000,4880393.169999999900000
315956.83,4880399.35,C8,2,D2,blue,C8 2 D2,315956.830000000020000,4880399.349999999600000
315964.7,4880405.53,C8,2,D3,blue,C8 2 D3,315964.700000000010000,4880405.530000000300000
315972.56,4880411.7,C8,2,D4,orange,C8 2 D4,315972.560000000000000,4880411.700000000200000
315916.4,4880418.45,C8,2,NW,pink,C8 2 NW,315916.400000000020000,4880418.450000000200000
315945.71,4880365.18,C8,3,A1,orange,C8 3 A1,315945.710000000020000,4880365.179999999700000
315953.57,4880371.36,C8,3,A2,blue,C8 3 A2,315953.570000000010000,4880371.360000000300000
315961.44,4880377.54,C8,3,A3,blue,C8 3 A3,315961.440000000000000,4880377.540000000000000
315969.3,4880383.71,C8,3,A4,orange,C8 3 A4,315969.299999999990000,4880383.710000000000000
315951.89,4880357.32,C8,3,B1,blue,C8 3 B1,315951.890000000010000,4880357.320000000300000
315959.75,4880363.5,C8,3,B2,blue,C8 3 B2,315959.750000000000000,4880363.500000000000000
315967.62,4880369.67,C8,3,B3,blue,C8 3 B3,315967.620000000000000,4880369.669999999900000
315975.48,4880375.85,C8,3,B4,blue,C8 3 B4,315975.479999999980000,4880375.849999999600000
315958.06,4880349.46,C8,3,C1,blue,C8 3 C1,315958.060000000000000,4880349.460000000000000
315965.93,4880355.63,C8,3,C2,blue,C8 3 C2,315965.929999999990000,4880355.629999999900000
315973.79,4880361.81,C8,3,C3,blue,C8 3 C3,315973.789999999980000,4880361.809999999600000
315981.66,4880367.99,C8,3,C4,blue,C8 3 C4,315981.659999999970000,4880367.990000000200000
315964.24,4880341.59,C8,3,D1,orange,C8 3 D1,315964.239999999990000,4880341.589999999900000
315972.1,4880347.77,C8,3,D2,blue,C8 3 D2,315972.099999999980000,4880347.769999999600000
315979.97,4880353.94,C8,3,D3,blue,C8 3 D3,315979.969999999970000,4880353.940000000400000
315987.83,4880360.12,C8,3,D4,orange,C8 3 D4,315987.830000000020000,4880360.120000000100000
315931.67,4880366.87,C8,3,NW,pink,C8 3 NW,315931.669999999980000,4880366.870000000100000
316001.88,4880358.43,C8,3,SE,pink,C8 3 SE,316001.880000000000000,4880358.429999999700000
315962.55,4880327.55,C8,3,SW,pink,C8 3 SW,315962.549999999990000,4880327.549999999800000
315770.34,4880545.72,C8,4,A1,orange,C8 4 A1,315770.340000000030000,4880545.719999999700000
315770.9,4880535.74,C8,4,A2,blue,C8 4 A2,315770.900000000020000,4880535.740000000200000
315771.45,4880525.76,C8,4,A3,blue,C8 4 A3,315771.450000000010000,4880525.759999999800000
315772.0,4880515.77,C8,4,A4,orange,C8 4 A4,315772.000000000000000,4880515.769999999600000
315780.33,4880546.27,C8,4,B1,blue,C8 4 B1,315780.330000000020000,4880546.269999999600000
315780.88,4880536.29,C8,4,B2,blue,C8 4 B2,315780.880000000000000,4880536.290000000000000
315781.43,4880526.3,C8,4,B3,blue,C8 4 B3,315781.429999999990000,4880526.299999999800000
315781.98,4880516.32,C8,4,B4,blue,C8 4 B4,315781.979999999980000,4880516.320000000300000
315790.31,4880546.81,C8,4,C1,blue,C8 4 C1,315790.310000000000000,4880546.809999999600000
315790.87,4880536.84,C8,4,C2,blue,C8 4 C2,315790.870000000000000,4880536.839999999900000
315791.42,4880526.85,C8,4,C3,blue,C8 4 C3,315791.419999999980000,4880526.849999999600000
315791.97,4880516.87,C8,4,C4,blue,C8 4 C4,315791.969999999970000,4880516.870000000100000
315800.3,4880547.36,C8,4,D1,orange,C8 4 D1,315800.299999999990000,4880547.360000000300000
315800.85,4880537.39,C8,4,D2,blue,C8 4 D2,315800.849999999980000,4880537.389999999700000
315801.4,4880527.4,C8,4,D3,blue,C8 4 D3,315801.400000000020000,4880527.400000000400000
315801.95,4880517.42,C8,4,D4,orange,C8 4 D4,315801.950000000010000,4880517.419999999900000
315809.74,4880557.9,C8,4,NE,pink,C8 4 NE,315809.739999999990000,4880557.900000000400000
315759.81,4880555.15,C8,4,NW,pink,C8 4 NW,315759.810000000000000,4880555.150000000400000
315812.48,4880507.97,C8,4,SE,pink,C8 4 SE,315812.479999999980000,4880507.969999999700000
315762.55,4880505.23,C8,4,SW,pink,C8 4 SW,315762.549999999990000,4880505.230000000400000
315810.55,4880454.75,C8,5,A1,orange,C8 5 A1,315810.549999999990000,4880454.750000000000000
315817.84,4880461.59,C8,5,A2,blue,C4 1 A3,315817.840000000030000,4880461.589999999900000
315825.14,4880468.43,C8,5,A3,blue,C4 1 A2,315825.140000000010000,4880468.429999999700000
315832.43,4880475.28,C8,5,A4,orange,C8 5 A4,315832.429999999990000,4880475.280000000300000
315817.39,4880447.45,C8,5,B1,blue,C4 1 B4,315817.390000000010000,4880447.450000000200000
315824.68,4880454.29,C8,5,B2,blue,C4 1 B3,315824.679999999990000,4880454.290000000000000
315831.98,4880461.13,C8,5,B3,blue,C4 1 B2,315831.979999999980000,4880461.129999999900000
315839.27,4880467.98,C8,5,B4,blue,C4 1 B1,315839.270000000020000,4880467.980000000400000
315824.23,4880440.16,C8,5,C1,blue,C4 1 C4,315824.229999999980000,4880440.160000000100000
315831.52,4880447.0,C8,5,C2,blue,C4 1 C3,315831.520000000020000,4880447.000000000000000
315838.82,4880453.83,C8,5,C3,blue,C4 1 C2,315838.820000000010000,4880453.830000000100000
315846.11,4880460.68,C8,5,C4,blue,C4 1 C1,315846.109999999990000,4880460.679999999700000
315831.06,4880432.86,C8,5,D1,orange,C8 5 D1,315831.060000000000000,4880432.860000000300000
315838.36,4880439.7,C8,5,D2,blue,C4 1 D3,315838.359999999990000,4880439.700000000200000
315845.66,4880446.54,C8,5,D3,blue,C4 1 D2,315845.659999999970000,4880446.540000000000000
315852.95,4880453.39,C8,5,D4,orange,C8 5 D4,315852.950000000010000,4880453.389999999700000
315867.08,4880452.92,C8,5,E,pink,C8 5 E,315867.080000000020000,4880452.919999999900000
315832.89,4880489.41,C8,5,N,pink,C8 5 N,315832.890000000010000,4880489.410000000100000
315830.6,4880418.73,C8,5,S,pink,C8 5 S,315830.599999999980000,4880418.730000000400000
315796.41,4880455.21,C8,5,W,pink,C8 5 W,315796.409999999970000,4880455.210000000000000
315955.72,4880449.34,C8,"1,2",,pink,"C8 1,2",315955.719999999970000,4880449.339999999900000
315986.6,4880410.01,C8,"1,2",,pink,"C8 1,2",315986.599999999980000,4880410.009999999800000
315970.99,4880397.76,C8,"2,3",,pink,"C8 2,3",315970.989999999990000,4880397.759999999800000
315947.28,4880379.13,C8,"2,3",,pink,"C8 2,3",315947.280000000030000,4880379.129999999900000
317501.45,4879272.49,C9,1,A1,orange,C9 1 A1,317501.450000000010000,4879272.490000000200000
317491.88,4879275.39,C9,1,A2,blue,C9 1 A2,317491.880000000000000,4879275.389999999700000
317482.31,4879278.29,C9,1,A3,blue,C9 1 A3,317482.310000000000000,4879278.290000000000000
317472.74,4879281.19,C9,1,A4,orange,C9 1 A4,317472.739999999990000,4879281.190000000400000
317498.55,4879262.92,C9,1,B1,blue,C9 1 B1,317498.549999999990000,4879262.919999999900000
317488.98,4879265.82,C9,1,B2,blue,C9 1 B2,317488.979999999980000,4879265.820000000300000
317479.41,4879268.72,C9,1,B3,blue,C9 1 B3,317479.409999999970000,4879268.719999999700000
317469.84,4879271.62,C9,1,B4,blue,C9 1 B4,317469.840000000030000,4879271.620000000100000
317495.66,4879253.35,C9,1,C1,blue,C9 1 C1,317495.659999999970000,4879253.349999999600000
317486.08,4879256.25,C9,1,C2,blue,C9 1 C2,317486.080000000020000,4879256.250000000000000
317476.51,4879259.15,C9,1,C3,blue,C9 1 C3,317476.510000000010000,4879259.150000000400000
317466.94,4879262.05,C9,1,C4,blue,C9 1 C4,317466.940000000000000,4879262.049999999800000
317492.76,4879243.78,C9,1,D1,orange,C9 1 D1,317492.760000000010000,4879243.780000000300000
317483.18,4879246.68,C9,1,D2,blue,C9 1 D2,317483.179999999990000,4879246.679999999700000
317473.61,4879249.58,C9,1,D3,blue,C9 1 D3,317473.609999999990000,4879249.580000000100000
317464.04,4879252.48,C9,1,D4,orange,C9 1 D4,317464.039999999980000,4879252.480000000400000
317513.92,4879279.16,C9,1,NE,pink,C9 1 NE,317513.919999999980000,4879279.160000000100000
317499.43,4879231.31,C9,1,SE,pink,C9 1 SE,317499.429999999990000,4879231.309999999600000
317453.6,4879286.99,C9,2,A1,orange,C9 2 A1,317453.599999999980000,4879286.990000000200000
317444.03,4879289.89,C9,2,A2,blue,C9 2 A2,317444.030000000030000,4879289.889999999700000
317434.46,4879292.79,C9,2,A3,blue,C9 2 A3,317434.460000000020000,4879292.790000000000000
317424.89,4879295.69,C9,2,A4,orange,C9 2 A4,317424.890000000010000,4879295.690000000400000
317450.7,4879277.42,C9,2,B1,blue,C9 2 B1,317450.700000000010000,4879277.419999999900000
317441.13,4879280.32,C9,2,B2,blue,C9 2 B2,317441.130000000000000,4879280.320000000300000
317431.56,4879283.22,C9,2,B3,blue,C9 2 B3,317431.560000000000000,4879283.219999999700000
317421.99,4879286.12,C9,2,B4,blue,C9 2 B4,317421.989999999990000,4879286.120000000100000
317447.8,4879267.85,C9,2,C1,blue,C9 2 C1,317447.799999999990000,4879267.849999999600000
317438.23,4879270.75,C9,2,C2,blue,C9 2 C2,317438.229999999980000,4879270.750000000000000
317428.66,4879273.65,C9,2,C3,blue,C9 2 C3,317428.659999999970000,4879273.650000000400000
317419.09,4879276.55,C9,2,C4,blue,C9 2 C4,317419.090000000030000,4879276.549999999800000
317444.9,4879258.28,C9,2,D1,orange,C9 2 D1,317444.900000000020000,4879258.280000000300000
317435.33,4879261.18,C9,2,D2,blue,C9 2 D2,317435.330000000020000,4879261.179999999700000
317425.76,4879264.08,C9,2,D3,blue,C9 2 D3,317425.760000000010000,4879264.080000000100000
317416.19,4879266.98,C9,2,D4,orange,C9 2 D4,317416.190000000000000,4879266.980000000400000
317403.72,4879260.3,C9,2,SW,pink,C9 2 SW,317403.719999999970000,4879260.299999999800000
317380.55,4879239.1,C9,3,A1,orange,C9 3 A1,317380.549999999990000,4879239.099999999600000
317370.98,4879242.0,C9,3,A2,blue,C9 1 A2,317370.979999999980000,4879242.000000000000000
317361.41,4879244.9,C9,3,A3,blue,C9 1 A3,317361.409999999970000,4879244.900000000400000
317351.84,4879247.8,C9,3,A4,orange,C9 3 A4,317351.840000000030000,4879247.799999999800000
317377.65,4879229.53,C9,3,B1,blue,C9 1 B1,317377.650000000020000,4879229.530000000300000
317368.08,4879232.43,C9,3,B2,blue,C9 1 B2,317368.080000000020000,4879232.429999999700000
317358.51,4879235.33,C9,3,B3,blue,C9 1 B3,317358.510000000010000,4879235.330000000100000
317348.94,4879238.23,C9,3,B4,blue,C9 1 B4,317348.940000000000000,4879238.230000000400000
317374.75,4879219.96,C9,3,C1,blue,C9 1 C1,317374.750000000000000,4879219.960000000000000
317365.18,4879222.86,C9,3,C2,blue,C9 1 C2,317365.179999999990000,4879222.860000000300000
317355.61,4879225.76,C9,3,C3,blue,C9 1 C3,317355.609999999990000,4879225.759999999800000
317346.04,4879228.66,C9,3,C4,blue,C9 1 C4,317346.039999999980000,4879228.660000000100000
317371.85,4879210.39,C9,3,D1,orange,C9 3 D1,317371.849999999980000,4879210.389999999700000
317362.28,4879213.29,C9,3,D2,blue,C9 1 D2,317362.280000000030000,4879213.290000000000000
317352.71,4879216.19,C9,3,D3,blue,C9 1 D3,317352.710000000020000,4879216.190000000400000
317343.14,4879219.09,C9,3,D4,orange,C9 3 D4,317343.140000000010000,4879219.089999999900000
317393.02,4879245.77,C9,3,NE,pink,C9 3 NE,317393.020000000020000,4879245.769999999600000
317345.17,4879260.27,C9,3,NW,pink,C9 3 NW,317345.169999999980000,4879260.269999999600000
317378.52,4879197.92,C9,3,SE,pink,C9 3 SE,317378.520000000020000,4879197.919999999900000
317330.67,4879212.41,C9,3,SW,pink,C9 3 SW,317330.669999999980000,4879212.410000000100000
317378.96,4879320.78,C9,4,A1,orange,C9 4 A1,317378.960000000020000,4879320.780000000300000
317373.69,4879312.28,C9,4,A2,blue,C9 4 A2,317373.690000000000000,4879312.280000000300000
317368.41,4879303.79,C9,4,A3,blue,C9 4 A3,317368.409999999970000,4879303.790000000000000
317363.13,4879295.29,C9,4,A4,orange,C9 4 A4,317363.130000000000000,4879295.290000000000000
317387.46,4879315.5,C9,4,B1,blue,C9 4 B1,317387.460000000020000,4879315.500000000000000
317382.18,4879307.0,C9,4,B2,blue,C9 4 B2,317382.179999999990000,4879307.000000000000000
317376.9,4879298.51,C9,4,B3,blue,C9 4 B3,317376.900000000020000,4879298.509999999800000
317371.62,4879290.02,C9,4,B4,blue,C9 4 B4,317371.620000000000000,4879290.019999999600000
317395.95,4879310.22,C9,4,C1,blue,C9 4 C1,317395.950000000010000,4879310.219999999700000
317390.67,4879301.73,C9,4,C2,blue,C9 4 C2,317390.669999999980000,4879301.730000000400000
317385.4,4879293.23,C9,4,C3,blue,C9 4 C3,317385.400000000020000,4879293.230000000400000
317380.12,4879284.74,C9,4,C4,blue,C9 4 C4,317380.120000000000000,4879284.740000000200000
317404.45,4879304.94,C9,4,D1,orange,C9 4 D1,317404.450000000010000,4879304.940000000400000
317399.17,4879296.45,C9,4,D2,blue,C9 4 D2,317399.169999999980000,4879296.450000000200000
317393.89,4879287.95,C9,4,D3,blue,C9 4 D3,317393.890000000010000,4879287.950000000200000
317388.61,4879279.46,C9,4,D4,orange,C9 4 D4,317388.609999999990000,4879279.460000000000000
317375.75,4879334.55,C9,4,NW,pink,C9 4 NW,317375.750000000000000,4879334.549999999800000
317391.83,4879265.69,C9,4,SE,pink,C9 4 SE,317391.830000000020000,4879265.690000000400000
317349.36,4879292.08,C9,4,SW,pink,C9 4 SW,317349.359999999990000,4879292.080000000100000
317451.57,4879245.81,C9,"1,2",,pink,"C9 1,2",317451.570000000010000,4879245.809999999600000
317466.07,4879293.66,C9,"1,2",,pink,"C9 1,2",317466.070000000010000,4879293.660000000100000
317418.22,4879308.16,C9,"2,4",,pink,"C9 2,4",317418.219999999970000,4879308.160000000100000
281479.65,4870171.16,HBCa,1,A1,orange,C9 4 A1,281479.650000000020000,4870171.160000000100000
281488.15,4870165.88,HBCa,1,A2,blue,C9 4 B1,281488.150000000020000,4870165.879999999900000
281496.64,4870160.6,HBCa,1,A3,blue,C9 4 C1,281496.640000000010000,4870160.599999999600000
281505.14,4870155.32,HBCa,1,A4,orange,C9 4 D1,281505.140000000010000,4870155.320000000300000
281474.37,4870162.66,HBCa,1,B1,blue,C9 4 A2,281474.370000000000000,4870162.660000000100000
281482.87,4870157.38,HBCa,1,B2,blue,C9 4 B2,281482.870000000000000,4870157.379999999900000
281491.36,4870152.1,HBCa,1,B3,blue,C9 4 C2,281491.359999999990000,4870152.099999999600000
281499.86,4870146.83,HBCa,1,B4,blue,C9 4 D2,281499.859999999990000,4870146.830000000100000
281469.09,4870154.17,HBCa,1,C1,blue,C9 4 A3,281469.090000000030000,4870154.169999999900000
281477.59,4870148.89,HBCa,1,C2,blue,C9 4 B3,281477.590000000030000,4870148.889999999700000
281486.09,4870143.61,HBCa,1,C3,blue,C9 4 C3,281486.090000000030000,4870143.610000000300000
281494.58,4870138.33,HBCa,1,C4,blue,C9 4 D3,281494.580000000020000,4870138.330000000100000
281463.82,4870145.67,HBCa,1,D1,orange,C9 4 A4,281463.820000000010000,4870145.669999999900000
281472.31,4870140.39,HBCa,1,D2,blue,C9 4 B4,281472.310000000000000,4870140.389999999700000
281480.81,4870135.11,HBCa,1,D3,blue,C9 4 C4,281480.810000000000000,4870135.110000000300000
281489.3,4870129.83,HBCa,1,D4,orange,C9 4 D4,281489.299999999990000,4870129.830000000100000
281518.91,4870158.54,HBCa,1,NE,pink,"C9 2,4",281518.909999999970000,4870158.540000000000000
281476.43,4870184.93,HBCa,1,NW,pink,C9 4 NW,281476.429999999990000,4870184.929999999700000
281492.52,4870116.06,HBCa,1,SE,pink,C9 4 SE,281492.520000000020000,4870116.059999999600000
281450.04,4870142.45,HBCa,1,SW,pink,C9 4 SW,281450.039999999980000,4870142.450000000200000
281717.1,4870396.77,HBCa,2,A1,orange,HBCa 2 A1,281717.099999999980000,4870396.769999999600000
281723.94,4870389.47,HBCa,2,A2,blue,HBCa 2 A2,281723.940000000000000,4870389.469999999700000
281730.78,4870382.17,HBCa,2,A3,blue,HBCa 2 A3,281730.780000000030000,4870382.169999999900000
281737.62,4870374.88,HBCa,2,A4,orange,HBCa 2 A4,281737.620000000000000,4870374.879999999900000
281709.81,4870389.92,HBCa,2,B1,blue,HBCa 2 B1,281709.810000000000000,4870389.919999999900000
281716.65,4870382.62,HBCa,2,B2,blue,HBCa 2 B2,281716.650000000020000,4870382.620000000100000
281702.51,4870383.08,HBCa,2,C1,blue,HBCa 2 C1,281702.510000000010000,4870383.080000000100000
281723.49,4870375.32,HBCa,2,C2,blue,HBCa 2 C2,281723.489999999990000,4870375.320000000300000
281709.35,4870375.78,HBCa,2,C2,blue,HBCa 2 C2,281709.349999999980000,4870375.780000000300000
281716.19,4870368.48,HBCa,2,C3,blue,HBCa 2 C3,281716.190000000000000,4870368.480000000400000
281695.21,4870376.24,HBCa,2,D1,orange,HBCa 2 D1,281695.210000000020000,4870376.240000000200000
281702.05,4870368.94,HBCa,2,D2,blue,HBCa 2 D2,281702.049999999990000,4870368.940000000400000
281730.33,4870368.03,HBCa,2,D2,blue,HBCa 2 D2,281730.330000000020000,4870368.030000000300000
281708.89,4870361.64,HBCa,2,D3,blue,HBCa 2 D3,281708.890000000010000,4870361.639999999700000
281723.03,4870361.19,HBCa,2,D3,blue,HBCa 2 D3,281723.030000000030000,4870361.190000000400000
281715.73,4870354.35,HBCa,2,D4,orange,HBCa 2 D4,281715.729999999980000,4870354.349999999600000
281751.76,4870374.41,HBCa,2,E,pink,HBCa 2 E,281751.760000000010000,4870374.410000000100000
281717.56,4870410.9,HBCa,2,N,pink,HBCa 2 N,281717.560000000000000,4870410.900000000400000
281715.27,4870340.21,HBCa,2,S,pink,HBCa 2 S,281715.270000000020000,4870340.210000000000000
281681.07,4870376.7,HBCa,2,W,pink,HBCa 2 W,281681.070000000010000,4870376.700000000200000
280201.08,4868523.29,HBM,1,A1,orange,HBM 1 A1,280201.080000000020000,4868523.290000000000000
280188.73,4868539.02,HBM,1,A3,orange,HBM 1 A3,280188.729999999980000,4868539.019999999600000
280216.81,4868535.65,HBM,1,C1,orange,HBM 1 C1,280216.810000000000000,4868535.650000000400000
280204.46,4868551.38,HBM,1,C3,orange,HBM 1 C3,280204.460000000020000,4868551.379999999900000
280205.3,4868558.4,HBM,1,,pink,HBM 1,280205.299999999990000,4868558.400000000400000
280194.9,4868531.15,HBM,1,,blue,,280194.900000000020000,4868531.150000000400000
280181.7,4868539.86,HBM,1,,pink,HBM 1,280181.700000000010000,4868539.860000000300000
280223.84,4868534.8,HBM,1,,pink,HBM 1,280223.840000000030000,4868534.799999999800000
280196.59,4868545.2,HBM,1,,blue,,280196.590000000030000,4868545.200000000200000
280200.24,4868516.27,HBM,1,,pink,HBM 1,280200.239999999990000,4868516.269999999600000
280202.77,4868537.33,HBM,1,,blue,,280202.770000000020000,4868537.330000000100000
280210.64,4868543.51,HBM,1,,blue,,280210.640000000010000,4868543.509999999800000
280208.95,4868529.47,HBM,1,,blue,,280208.950000000010000,4868529.469999999700000
280249.07,4868446.53,HBM,2,A1,orange,HBM 2 A1,280249.070000000010000,4868446.530000000300000
280239.64,4868464.17,HBM,2,A3,orange,HBM 2 A3,280239.640000000010000,4868464.169999999900000
280266.71,4868455.97,HBM,2,C1,orange,HBM 2 C1,280266.710000000020000,4868455.969999999700000
280257.28,4868473.61,HBM,2,C3,orange,HBM 2 C3,280257.280000000030000,4868473.610000000300000
280232.87,4868466.22,HBM,2,,pink,HBM 2,280232.870000000000000,4868466.219999999700000
280244.36,4868455.35,HBM,2,,blue,,280244.359999999990000,4868455.349999999600000
