X,Y,Site,Plot,Stake,color,full ID,UTM EASTIN,UTM NORTHI
280273.48,4868453.92,HBM,2,,pink,HBM 2,280273.479999999980000,4868453.919999999900000
280248.46,4868468.89,HBM,2,,blue,,280248.460000000020000,4868468.889999999700000
280247.02,4868439.76,HBM,2,,pink,HBM 2,280247.020000000020000,4868439.759999999800000
280253.17,4868460.07,HBM,2,,blue,,280253.169999999980000,4868460.070000000300000
280261.99,4868464.79,HBM,2,,blue,,280261.989999999990000,4868464.790000000000000
280257.9,4868451.25,HBM,2,,blue,,280257.900000000020000,4868451.250000000000000
280259.32,4868480.37,HBM,2,,pink,HBM 2,280259.320000000010000,4868480.370000000100000
280310.43,4868442.74,HBM,3,A1,orange,HBM 3 A1,280310.429999999990000,4868442.740000000200000
280294.43,4868454.73,HBM,3,A3,orange,HBM 3 A3,280294.429999999990000,4868454.730000000400000
280322.43,4868458.74,HBM,3,C1,orange,HBM 3 C1,280322.429999999990000,4868458.740000000200000
280306.42,4868470.74,HBM,3,C3,orange,HBM 3 C3,280306.419999999980000,4868470.740000000200000
280314.43,4868464.74,HBM,3,,blue,,280314.429999999990000,4868464.740000000200000
280287.42,4868453.73,HBM,3,,pink,HBM 3,280287.419999999980000,4868453.730000000400000
280305.42,4868477.74,HBM,3,,pink,HBM 3,280305.419999999980000,4868477.740000000200000
280316.43,4868450.74,HBM,3,,blue,,280316.429999999990000,4868450.740000000200000
280308.43,4868456.74,HBM,3,,blue,,280308.429999999990000,4868456.740000000200000
280300.42,4868462.74,HBM,3,,blue,,280300.419999999980000,4868462.740000000200000
280329.43,4868459.75,HBM,3,,pink,HBM 3,280329.429999999990000,4868459.750000000000000
280302.43,4868448.74,HBM,3,,blue,,280302.429999999990000,4868448.740000000200000
280311.44,4868435.73,HBM,3,,pink,HBM 3,280311.440000000000000,4868435.730000000400000
280203.93,4868573.8,HBM,4,A1,orange,HBM 4 A1,280203.929999999990000,4868573.799999999800000
280191.57,4868589.53,HBM,4,A3,orange,HBM 4 A3,280191.570000000010000,4868589.530000000300000
280219.66,4868586.16,HBM,4,C1,orange,HBM 4 C1,280219.659999999970000,4868586.160000000100000
280207.3,4868601.89,HBM,4,C3,orange,HBM 4 C3,280207.299999999990000,4868601.889999999700000
280226.68,4868585.31,HBM,4,,pink,HBM 4,280226.679999999990000,4868585.309999999600000
280184.55,4868590.38,HBM,4,,pink,HBM 4,280184.549999999990000,4868590.379999999900000
280208.14,4868608.91,HBM,4,,pink,HBM 4,280208.140000000010000,4868608.910000000100000
280213.48,4868594.02,HBM,4,,blue,,280213.479999999980000,4868594.019999999600000
280197.75,4868581.67,HBM,4,,blue,,280197.750000000000000,4868581.669999999900000
280203.08,4868566.78,HBM,4,,pink,HBM 4,280203.080000000020000,4868566.780000000300000
280199.44,4868595.71,HBM,4,,blue,,280199.440000000000000,4868595.710000000000000
280211.79,4868579.98,HBM,4,,blue,,280211.789999999980000,4868579.980000000400000
280205.61,4868587.85,HBM,4,,blue,,280205.609999999990000,4868587.849999999600000
280096.15,4868547.55,HBO,0,,pink,HBO 0,280096.150000000020000,4868547.549999999800000
280168.29,4868537.67,HBO,0,,pink,HBO 0,280168.289999999980000,4868537.669999999900000
280082.02,4868505.11,HBO,1,A1,orange,HBO 1 A1,280082.020000000020000,4868505.110000000300000
280077.76,4868534.81,HBO,1,A4,orange,HBO 1 A4,280077.760000000010000,4868534.809999999600000
280111.72,4868509.36,HBO,1,D1,orange,HBO 1 D1,280111.719999999970000,4868509.360000000300000
280107.46,4868539.06,HBO,1,D4,orange,HBO 1 D4,280107.460000000020000,4868539.059999999600000
280073.53,4868493.79,HBO,1,,pink,HBO 1,280073.530000000030000,4868493.790000000000000
280123.04,4868500.88,HBO,1,,pink,HBO 1,280123.039999999980000,4868500.879999999900000
280115.95,4868550.38,HBO,1,,pink,HBO 1,280115.950000000010000,4868550.379999999900000
280066.44,4868543.29,HBO,1,,pink,HBO 1,280066.440000000000000,4868543.290000000000000
280080.6,4868515.01,HBO,1,,blue,,280080.599999999980000,4868515.009999999800000
280079.18,4868524.91,HBO,1,,blue,,280079.179999999990000,4868524.910000000100000
280091.92,4868506.52,HBO,1,,blue,,280091.919999999980000,4868506.519999999600000
280090.5,4868516.43,HBO,1,,blue,,280090.500000000000000,4868516.429999999700000
280089.08,4868526.33,HBO,1,,blue,,280089.080000000020000,4868526.330000000100000
280087.66,4868536.23,HBO,1,,blue,,280087.659999999970000,4868536.230000000400000
280101.82,4868507.94,HBO,1,,blue,,280101.820000000010000,4868507.940000000400000
280100.4,4868517.84,HBO,1,,blue,,280100.400000000020000,4868517.839999999900000
280098.98,4868527.74,HBO,1,,blue,,280098.979999999980000,4868527.740000000200000
280097.56,4868537.64,HBO,1,,blue,,280097.560000000000000,4868537.639999999700000
280110.3,4868519.26,HBO,1,,blue,,280110.299999999990000,4868519.259999999800000
280108.88,4868529.16,HBO,1,,blue,,280108.880000000000000,4868529.160000000100000
280134.36,4868492.39,HBO,2,A1,orange,HBO 2 A1,280134.359999999990000,4868492.389999999700000
280130.1,4868522.1,HBO,2,A4,orange,HBO 2 A4,280130.099999999980000,4868522.099999999600000
280164.06,4868496.65,HBO,2,D1,orange,HBO 2 D1,280164.060000000000000,4868496.650000000400000
280159.81,4868526.35,HBO,2,D4,orange,HBO 2 D4,280159.810000000000000,4868526.349999999600000
280118.78,4868530.58,HBO,2,,pink,HBO 2,280118.780000000030000,4868530.580000000100000
280125.88,4868481.07,HBO,2,,pink,HBO 2,280125.880000000000000,4868481.070000000300000
280132.94,4868502.29,HBO,2,,blue,,280132.940000000000000,4868502.290000000000000
280131.52,4868512.2,HBO,2,,blue,,280131.520000000020000,4868512.200000000200000
280144.26,4868493.81,HBO,2,,blue,,280144.260000000010000,4868493.809999999600000
280142.84,4868503.71,HBO,2,,blue,,280142.840000000030000,4868503.710000000000000
280141.42,4868513.61,HBO,2,,blue,,280141.419999999980000,4868513.610000000300000
280140.01,4868523.51,HBO,2,,blue,,280140.010000000010000,4868523.509999999800000
280154.16,4868495.23,HBO,2,,blue,,280154.159999999970000,4868495.230000000400000
280152.74,4868505.13,HBO,2,,blue,,280152.739999999990000,4868505.129999999900000
280151.32,4868515.03,HBO,2,,blue,,280151.320000000010000,4868515.030000000300000
280149.91,4868524.93,HBO,2,,blue,,280149.909999999970000,4868524.929999999700000
280162.64,4868506.55,HBO,2,,blue,,280162.640000000010000,4868506.549999999800000
280161.22,4868516.45,HBO,2,,blue,,280161.219999999970000,4868516.450000000200000
280171.15,4868447.14,HBO,3,A1,orange,HBO 3 A1,280171.150000000020000,4868447.139999999700000
280166.9,4868476.84,HBO,3,A4,orange,HBO 3 A4,280166.900000000020000,4868476.839999999900000
280200.85,4868451.39,HBO,3,D1,orange,HBO 3 D1,280200.849999999980000,4868451.389999999700000
280196.6,4868481.1,HBO,3,D4,orange,HBO 3 D4,280196.599999999980000,4868481.099999999600000
280175.38,4868488.16,HBO,3,,pink,HBO 3,280175.380000000000000,4868488.160000000100000
280162.67,4868435.82,HBO,3,,pink,HBO 3,280162.669999999980000,4868435.820000000300000
280155.58,4868485.33,HBO,3,,pink,HBO 3,280155.580000000020000,4868485.330000000100000
280212.17,4868442.91,HBO,3,,pink,HBO 3,280212.169999999980000,4868442.910000000100000
280205.08,4868492.42,HBO,3,,pink,HBO 3,280205.080000000020000,4868492.419999999900000
280169.73,4868457.04,HBO,3,,blue,,280169.729999999980000,4868457.040000000000000
280168.31,4868466.94,HBO,3,,blue,,280168.310000000000000,4868466.940000000400000
280181.05,4868448.56,HBO,3,,blue,,280181.049999999990000,4868448.559999999600000
280179.63,4868458.46,HBO,3,,blue,,280179.630000000000000,4868458.460000000000000
280178.22,4868468.36,HBO,3,,blue,,280178.219999999970000,4868468.360000000300000
280176.8,4868478.26,HBO,3,,blue,,280176.799999999990000,4868478.259999999800000
280190.95,4868449.97,HBO,3,,blue,,280190.950000000010000,4868449.969999999700000
280189.53,4868459.88,HBO,3,,blue,,280189.530000000030000,4868459.879999999900000
280188.12,4868469.78,HBO,3,,blue,,280188.120000000000000,4868469.780000000300000
280186.7,4868479.68,HBO,3,,blue,,280186.700000000010000,4868479.679999999700000
280199.43,4868461.29,HBO,3,,blue,,280199.429999999990000,4868461.290000000000000
280198.02,4868471.2,HBO,3,,blue,,280198.020000000020000,4868471.200000000200000
280127.27,4868541.9,HBO,4,A1,orange,HBO 4 A1,280127.270000000020000,4868541.900000000400000
280123.01,4868571.6,HBO,4,A4,blue,,280123.010000000010000,4868571.599999999600000
280156.97,4868546.15,HBO,4,D1,orange,HBO 4 D1,280156.969999999970000,4868546.150000000400000
280154.14,4868565.95,HBO,4,D3,orange,HBO 4 D3,280154.140000000010000,4868565.950000000200000
280104.63,4868558.87,HBO,4,Y3,orange,HBO 4 Y3,280104.630000000000000,4868558.870000000100000
280103.21,4868568.77,HBO,4,Y4,orange,HBO 4 Y4,280103.210000000020000,4868568.769999999600000
280114.53,4868560.28,HBO,4,Z3,blue,,280114.530000000030000,4868560.280000000300000
280113.11,4868570.19,HBO,4,Z4,blue,,280113.109999999990000,4868570.190000000400000
280091.89,4868577.25,HBO,4,,pink,HBO 4,280091.890000000010000,4868577.250000000000000
280141.4,4868584.34,HBO,4,,pink,HBO 4,280141.400000000020000,4868584.339999999900000
280162.62,4868577.27,HBO,4,,pink,HBO 4,280162.620000000000000,4868577.269999999600000
280132.92,4868573.02,HBO,4,,orange,HBO 4,280132.919999999980000,4868573.019999999600000
280142.82,4868574.44,HBO,4,,pink,HBO 4,280142.820000000010000,4868574.440000000400000
280125.85,4868551.8,HBO,4,,blue,,280125.849999999980000,4868551.799999999800000
280124.43,4868561.7,HBO,4,,blue,,280124.429999999990000,4868561.700000000200000
280137.17,4868543.32,HBO,4,,blue,,280137.169999999980000,4868543.320000000300000
280135.75,4868553.22,HBO,4,,blue,,280135.750000000000000,4868553.219999999700000
280134.33,4868563.12,HBO,4,,blue,,280134.330000000020000,4868563.120000000100000
280144.24,4868564.54,HBO,4,,blue,,280144.239999999990000,4868564.540000000000000
280147.07,4868544.73,HBO,4,,blue,,280147.070000000010000,4868544.730000000400000
280145.65,4868554.64,HBO,4,,blue,,280145.650000000020000,4868554.639999999700000
280155.55,4868556.05,HBO,4,,blue,,280155.549999999990000,4868556.049999999800000
268460.91,4880044.77,JBM,1,A1,orange,JBM 1 A1,268460.909999999970000,4880044.769999999600000
268508.24,4880039.07,JBM,2,A1,orange,JBM 1 A1,268508.239999999990000,4880039.070000000300000
268454.23,4880037.32,JBM,1,A2,blue,,268454.229999999980000,4880037.320000000300000
268501.57,4880031.62,JBM,2,A2,blue,,268501.570000000010000,4880031.620000000100000
268447.56,4880029.87,JBM,1,A3,orange,JBM 1 A3,268447.560000000000000,4880029.870000000100000
268494.9,4880024.16,JBM,2,A3,orange,JBM 1 A3,268494.900000000020000,4880024.160000000100000
268468.36,4880038.09,JBM,1,B1,blue,,268468.359999999990000,4880038.089999999900000
268515.69,4880032.39,JBM,2,B1,blue,,268515.690000000000000,4880032.389999999700000
268461.68,4880030.64,JBM,1,B2,blue,,268461.679999999990000,4880030.639999999700000
268509.02,4880024.94,JBM,2,B2,blue,,268509.020000000020000,4880024.940000000400000
268455.01,4880023.19,JBM,1,B3,blue,,268455.010000000010000,4880023.190000000400000
268502.35,4880017.49,JBM,2,B3,blue,,268502.349999999980000,4880017.490000000200000
268475.81,4880031.42,JBM,1,C1,orange,JBM 1 C1,268475.810000000000000,4880031.419999999900000
268523.15,4880025.72,JBM,2,C1,orange,JBM 1 C1,268523.150000000020000,4880025.719999999700000
268469.13,4880023.97,JBM,1,C2,blue,,268469.130000000000000,4880023.969999999700000
268516.47,4880018.27,JBM,2,C2,blue,,268516.469999999970000,4880018.269999999600000
268462.46,4880016.52,JBM,1,C3,orange,JBM 1 C3,268462.460000000020000,4880016.519999999600000
268509.8,4880010.82,JBM,2,C3,orange,JBM 1 C3,268509.799999999990000,4880010.820000000300000
268482.21,4880031.62,JBM,1,NE,pink,JBM 1 NE,268482.210000000020000,4880031.620000000100000
268529.55,4880025.92,JBM,1,NE,pink,JBM 1 NE,268529.549999999990000,4880025.919999999900000
268460.52,4880051.83,JBM,1,NW,pink,JBM 1 NW,268460.520000000020000,4880051.830000000100000
268507.86,4880046.13,JBM,1,NW,pink,JBM 1 NW,268507.859999999990000,4880046.129999999900000
268462.85,4880009.46,JBM,1,SE,pink,JBM 1 SE,268462.849999999980000,4880009.460000000000000
268510.18,4880003.75,JBM,1,SE,pink,JBM 1 SE,268510.179999999990000,4880003.750000000000000
268440.5,4880029.48,JBM,1,SW,pink,JBM 1 SW,268440.500000000000000,4880029.480000000400000
268487.83,4880023.78,JBM,1,SW,pink,JBM 1 SW,268487.830000000020000,4880023.780000000300000
268508.22,4880078.51,JBM,3,A1,orange,JBM 3 A1,268508.219999999970000,4880078.509999999800000
268504.5,4880069.22,JBM,3,A2,blue,,268504.500000000000000,4880069.219999999700000
268500.78,4880059.94,JBM,3,A3,orange,JBM 3 A3,268500.780000000030000,4880059.940000000400000
268517.51,4880074.78,JBM,3,B1,blue,,268517.510000000010000,4880074.780000000300000
268513.79,4880065.5,JBM,3,B2,blue,,268513.789999999980000,4880065.500000000000000
268510.06,4880056.21,JBM,3,B3,blue,,268510.060000000000000,4880056.210000000000000
268526.79,4880071.06,JBM,3,C1,orange,JBM 3 C1,268526.789999999980000,4880071.059999999600000
268523.07,4880061.78,JBM,3,C2,blue,,268523.070000000010000,4880061.780000000300000
268519.35,4880052.49,JBM,3,C3,orange,JBM 3 C3,268519.349999999980000,4880052.490000000200000
268533.3,4880073.84,JBM,3,NE,pink,JBM 3 NE,268533.299999999990000,4880073.839999999900000
268505.44,4880085.01,JBM,3,NW,pink,JBM 3 NW,268505.440000000000000,4880085.009999999800000
268522.13,4880045.99,JBM,3,SE,pink,JBM 3 SE,268522.130000000000000,4880045.990000000200000
268494.27,4880057.16,JBM,3,SW,pink,JBM 3 SW,268494.270000000020000,4880057.160000000100000
268485.93,4880119.14,JBM,4,A1,orange,JBM 4 A1,268485.929999999990000,4880119.139999999700000
268479.93,4880111.14,JBM,4,A2,blue,,268479.929999999990000,4880111.139999999700000
268473.93,4880103.14,JBM,4,A3,orange,JBM 4 A3,268473.929999999990000,4880103.139999999700000
268493.93,4880113.14,JBM,4,B1,blue,,268493.929999999990000,4880113.139999999700000
268487.93,4880105.14,JBM,4,B2,blue,,268487.929999999990000,4880105.139999999700000
268481.93,4880097.14,JBM,4,B3,blue,,268481.929999999990000,4880097.139999999700000
268501.94,4880107.14,JBM,4,C1,orange,JBM 4 C1,268501.940000000000000,4880107.139999999700000
268495.94,4880099.14,JBM,4,C2,blue,,268495.940000000000000,4880099.139999999700000
268489.94,4880091.14,JBM,4,C3,orange,JBM 4 C3,268489.940000000000000,4880091.139999999700000
268508.94,4880108.15,JBM,4,NE,pink,JBM 4 NE,268508.940000000000000,4880108.150000000400000
268484.93,4880126.14,JBM,4,NW,pink,JBM 4 NW,268484.929999999990000,4880126.139999999700000
268490.94,4880084.13,JBM,4,SE,pink,JBM 4 SE,268490.940000000000000,4880084.129999999900000
268466.93,4880102.13,JBM,4,SW,pink,JBM 4 SW,268466.929999999990000,4880102.129999999900000
268457.74,4880076.31,JBM,5,A1,orange,JBM 5 A1,268457.739999999990000,4880076.309999999600000
268457.41,4880066.31,JBM,5,A2,blue,,268457.409999999970000,4880066.309999999600000
268457.09,4880056.31,JBM,5,A3,orange,JBM 5 A3,268457.090000000030000,4880056.309999999600000
268467.74,4880075.98,JBM,5,B1,blue,,268467.739999999990000,4880075.980000000400000
268467.41,4880065.99,JBM,5,B2,blue,,268467.409999999970000,4880065.990000000200000
268467.09,4880055.99,JBM,5,B3,blue,,268467.090000000030000,4880055.990000000200000
268477.73,4880075.66,JBM,5,C1,orange,JBM 5 C1,268477.729999999980000,4880075.660000000100000
268477.41,4880065.66,JBM,5,C2,blue,,268477.409999999970000,4880065.660000000100000
268477.09,4880055.66,JBM,5,C3,orange,JBM 5 C3,268477.090000000030000,4880055.660000000100000
268482.54,4880079.97,JBM,5,NE,pink,JBM 5 NE,268482.539999999980000,4880079.969999999700000
268453.23,4880080.94,JBM,5,NW,pink,JBM 5 NW,268453.229999999980000,4880080.940000000400000
268481.59,4880051.03,JBM,5,SE,pink,JBM 5 SE,268481.590000000030000,4880051.030000000300000
268452.3,4880052.0,JBM,5,SW,pink,JBM 5 SW,268452.299999999990000,4880052.000000000000000
268416.16,4879952.52,JBO,1,A1,orange,JBO 1 A1,268416.159999999970000,4879952.519999999600000
268414.11,4879942.73,JBO,1,A2,blue,,268414.109999999990000,4879942.730000000400000
268412.05,4879932.94,JBO,1,A3,blue,,268412.049999999990000,4879932.940000000400000
268410.0,4879923.15,JBO,1,A4,orange,JBO 1 A4,268410.000000000000000,4879923.150000000400000
268425.95,4879950.47,JBO,1,B1,blue,,268425.950000000010000,4879950.469999999700000
268423.9,4879940.68,JBO,1,B2,blue,,268423.900000000020000,4879940.679999999700000
268421.84,4879930.89,JBO,1,B3,blue,,268421.840000000030000,4879930.889999999700000
268419.79,4879921.1,JBO,1,B4,blue,,268419.789999999980000,4879921.099999999600000
268435.74,4879948.41,JBO,1,C1,blue,,268435.739999999990000,4879948.410000000100000
268433.69,4879938.62,JBO,1,C2,blue,,268433.690000000000000,4879938.620000000100000
268431.63,4879928.83,JBO,1,C3,blue,,268431.630000000000000,4879928.830000000100000
268429.58,4879919.04,JBO,1,C4,blue,,268429.580000000020000,4879919.040000000000000
268445.53,4879946.36,JBO,1,D1,orange,JBO 1 D1,268445.530000000030000,4879946.360000000300000
268443.48,4879936.57,JBO,1,D2,blue,,268443.479999999980000,4879936.570000000300000
268441.42,4879926.78,JBO,1,D3,blue,,268441.419999999980000,4879926.780000000300000
268439.37,4879916.99,JBO,1,D4,orange,JBO 1 D4,268439.370000000000000,4879916.990000000200000
268457.38,4879954.09,JBO,1,NE,pink,JBO 1 NE,268457.380000000000000,4879954.089999999900000
268447.1,4879905.14,JBO,1,NW,pink,JBO 1 NW,268447.099999999980000,4879905.139999999700000
268408.43,4879964.37,JBO,1,SE,pink,JBO 1 SE,268408.429999999990000,4879964.370000000100000
268398.15,4879915.42,JBO,1,SW,pink,JBO 1 SW,268398.150000000020000,4879915.419999999900000
268464.66,4879903.39,JBO,2,A1,orange,JBO 2 A1,268464.659999999970000,4879903.389999999700000
268461.76,4879893.81,JBO,2,A2,blue,C9 1 B4,268461.760000000010000,4879893.809999999600000
268458.86,4879884.24,JBO,2,A3,blue,C9 1 C4,268458.859999999990000,4879884.240000000200000
268455.96,4879874.67,JBO,2,A4,orange,JBO 2 A4,268455.960000000020000,4879874.669999999900000
268474.23,4879900.48,JBO,2,B1,blue,C9 1 A3,268474.229999999980000,4879900.480000000400000
268471.33,4879890.91,JBO,2,B2,blue,C9 1 B3,268471.330000000020000,4879890.910000000100000
268468.43,4879881.34,JBO,2,B3,blue,C9 1 C3,268468.429999999990000,4879881.339999999900000
268465.53,4879871.77,JBO,2,B4,blue,C9 1 D3,268465.530000000030000,4879871.769999999600000
268483.81,4879897.58,JBO,2,C1,blue,C9 1 A2,268483.810000000000000,4879897.580000000100000
268480.91,4879888.01,JBO,2,C2,blue,C9 1 B2,268480.909999999970000,4879888.009999999800000
268478.01,4879878.44,JBO,2,C3,blue,C9 1 C2,268478.010000000010000,4879878.440000000400000
268475.11,4879868.87,JBO,2,C4,blue,C9 1 D2,268475.109999999990000,4879868.870000000100000
268493.38,4879894.68,JBO,2,D1,orange,JBO 2 D1,268493.380000000000000,4879894.679999999700000
268490.48,4879885.11,JBO,2,D2,blue,C9 1 B1,268490.479999999980000,4879885.110000000300000
268487.58,4879875.54,JBO,2,D3,blue,C9 1 C1,268487.580000000020000,4879875.540000000000000
268484.68,4879865.97,JBO,2,D4,orange,JBO 2 D4,268484.679999999990000,4879865.969999999700000
268491.35,4879853.49,JBO,2,SE,pink,JBO 2 SE,268491.349999999980000,4879853.490000000200000
268443.49,4879867.99,JBO,2,SW,pink,JBO 2 SW,268443.489999999990000,4879867.990000000200000
268404.41,4879896.49,JBO,3,A1,orange,JBO 3 A1,268404.409999999970000,4879896.490000000200000
268402.36,4879886.7,JBO,3,A2,blue,,268402.359999999990000,4879886.700000000200000
268400.3,4879876.91,JBO,3,A3,blue,,268400.299999999990000,4879876.910000000100000
268398.25,4879867.12,JBO,3,A4,orange,JBO 3 A4,268398.250000000000000,4879867.120000000100000
268414.2,4879894.43,JBO,3,B1,blue,,268414.200000000010000,4879894.429999999700000
268412.15,4879884.64,JBO,3,B2,blue,,268412.150000000020000,4879884.639999999700000
268410.09,4879874.85,JBO,3,B3,blue,,268410.090000000030000,4879874.849999999600000
268408.04,4879865.06,JBO,3,B4,blue,,268408.039999999980000,4879865.059999999600000
268423.99,4879892.38,JBO,3,C1,blue,,268423.989999999990000,4879892.379999999900000
268421.94,4879882.59,JBO,3,C2,blue,,268421.940000000000000,4879882.589999999900000
268419.88,4879872.8,JBO,3,C3,blue,,268419.880000000000000,4879872.799999999800000
268417.83,4879863.01,JBO,3,C4,blue,,268417.830000000020000,4879863.009999999800000
268433.78,4879890.32,JBO,3,D1,orange,JBO 3 D1,268433.780000000030000,4879890.320000000300000
268431.73,4879880.53,JBO,3,D2,blue,,268431.729999999980000,4879880.530000000300000
268429.67,4879870.74,JBO,3,D3,blue,,268429.669999999980000,4879870.740000000200000
268427.62,4879860.95,JBO,3,D4,orange,JBO 3 D4,268427.620000000000000,4879860.950000000200000
268445.62,4879898.06,JBO,3,NE,pink,JBO 3 NE,268445.620000000000000,4879898.059999999600000
268435.35,4879849.11,JBO,3,NW,pink,JBO 3 NW,268435.349999999980000,4879849.110000000300000
268396.68,4879908.33,JBO,3,SE,pink,JBO 3 SE,268396.679999999990000,4879908.330000000100000
268386.4,4879859.38,JBO,3,SW,pink,JBO 3 SW,268386.400000000020000,4879859.379999999900000
268479.16,4879951.25,JBO,4,A1,orange,JBO 4 A1,268479.159999999970000,4879951.250000000000000
268476.26,4879941.68,JBO,4,A2,blue,C9 1 B4,268476.260000000010000,4879941.679999999700000
268473.36,4879932.1,JBO,4,A3,blue,C9 1 C4,268473.359999999990000,4879932.099999999600000
268470.46,4879922.53,JBO,4,A4,orange,JBO 4 A4,268470.460000000020000,4879922.530000000300000
268488.73,4879948.35,JBO,4,B1,blue,C9 1 A3,268488.729999999980000,4879948.349999999600000
268485.83,4879938.78,JBO,4,B2,blue,C9 1 B3,268485.830000000020000,4879938.780000000300000
268482.93,4879929.2,JBO,4,B3,blue,C9 1 C3,268482.929999999990000,4879929.200000000200000
268480.03,4879919.63,JBO,4,B4,blue,C9 1 D3,268480.030000000030000,4879919.629999999900000
268498.3,4879945.45,JBO,4,C1,blue,C9 1 A2,268498.299999999990000,4879945.450000000200000
268495.4,4879935.88,JBO,4,C2,blue,C9 1 B2,268495.400000000020000,4879935.879999999900000
268492.5,4879926.3,JBO,4,C3,blue,C9 1 C2,268492.500000000000000,4879926.299999999800000
268489.6,4879916.73,JBO,4,C4,blue,C9 1 D2,268489.599999999980000,4879916.730000000400000
268507.88,4879942.55,JBO,4,D1,orange,JBO 4 D1,268507.880000000000000,4879942.549999999800000
268504.98,4879932.98,JBO,4,D2,blue,C9 1 B1,268504.979999999980000,4879932.980000000400000
268502.08,4879923.4,JBO,4,D3,blue,C9 1 C1,268502.080000000020000,4879923.400000000400000
268499.18,4879913.83,JBO,4,D4,orange,JBO 4 D4,268499.179999999990000,4879913.830000000100000
268520.35,4879949.22,JBO,4,NE,pink,JBO 4 NE,268520.349999999980000,4879949.219999999700000
268472.49,4879963.72,JBO,4,NW,pink,JBO 4 NW,268472.489999999990000,4879963.719999999700000
268408.72,4879798.27,JBO,5,A1,orange,JBO 5 A1,268408.719999999970000,4879798.269999999600000
268408.4,4879788.28,JBO,5,A2,blue,,268408.400000000020000,4879788.280000000300000
268408.07,4879778.28,JBO,5,A3,blue,,268408.070000000010000,4879778.280000000300000
268407.75,4879768.28,JBO,5,A4,orange,JBO 5 A4,268407.750000000000000,4879768.280000000300000
268418.72,4879797.95,JBO,5,B1,blue,,268418.719999999970000,4879797.950000000200000
268418.4,4879787.95,JBO,5,B2,blue,,268418.400000000020000,4879787.950000000200000
268418.07,4879777.95,JBO,5,B3,blue,,268418.070000000010000,4879777.950000000200000
268417.75,4879767.96,JBO,5,B4,blue,,268417.750000000000000,4879767.960000000000000
268428.72,4879797.63,JBO,5,C1,blue,,268428.719999999970000,4879797.629999999900000
268428.39,4879787.63,JBO,5,C2,blue,,268428.390000000010000,4879787.629999999900000
268428.07,4879777.63,JBO,5,C3,blue,,268428.070000000010000,4879777.629999999900000
268427.75,4879767.63,JBO,5,C4,blue,,268427.750000000000000,4879767.629999999900000
268438.71,4879797.3,JBO,5,D1,orange,JBO 5 D1,268438.710000000020000,4879797.299999999800000
268438.39,4879787.3,JBO,5,D2,blue,,268438.390000000010000,4879787.299999999800000
268438.07,4879777.31,JBO,5,D3,blue,,268438.070000000010000,4879777.309999999600000
268437.74,4879767.31,JBO,5,D4,orange,JBO 5 D4,268437.739999999990000,4879767.309999999600000
268449.04,4879806.98,JBO,5,NE,pink,JBO 5 NE,268449.039999999980000,4879806.980000000400000
268399.05,4879808.59,JBO,5,NW,pink,JBO 5 NW,268399.049999999990000,4879808.589999999900000
268447.42,4879756.99,JBO,5,SE,pink,JBO 5 SE,268447.419999999980000,4879756.990000000200000
268397.43,4879758.61,JBO,5,SW,pink,JBO 5 SW,268397.429999999990000,4879758.610000000300000
268505.85,4879901.36,JBO,,,pink,JBO,268505.849999999980000,4879901.360000000300000
268457.98,4879915.86,JBO,,,pink,JBO,268457.979999999980000,4879915.860000000300000
